web-scraper-order,web-scraper-start-url,product_link,product_link-href,name,price,delivery_time,battery,seller,seller_rating,Color,ram,rom,warranty,overall_rating,camera_rating,battery_rating,display_rating,value_for_money_rating,product_review_link,product_review_link-href
"1546971635-381","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=2","ON OFFERAdd to CompareSamsung Galaxy J6 (Gold, 64 GB)4.46,254 Ratings & 627 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 256 GB14.22 cm (5.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera3000 BatteryExynos 7870 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹12,990₹16,70022% offUp to ₹12,600 Off on ExchangeEMI starting from ₹432/monthOffersNo Cost EMISpecial Price","https://www.flipkart.com/samsung-galaxy-j6-gold-64-gb/p/itmf5bkhw2vseffk?pid=MOBF5BKH5A2WFENZ&srno=b_2_39&otracker=browse&lid=LSTMOBF5BKH5A2WFENZKEZTU5&fm=organic&iid=94adb679-6f87-4620-aafa-652bf1b235eb.MOBF5BKH5A2WFENZ.SEARCH","Samsung Galaxy J6 (Gold, 64 GB)  (4 GB RAM)","₹12,990","11 Jan, Friday","3000 Battery","TrueComRetail","4.6","Gold","4 GB","64 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.4","3.7","3.4","3.7","4.4","All 627 reviews","https://www.flipkart.com/samsung-galaxy-j6-gold-64-gb/product-reviews/itmf5bkhw2vseffk?pid=MOBF5BKH5A2WFENZ"
"1546971243-302","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=5","ON OFFEROut Of StockAdd to CompareSamsung Galaxy S9 Plus (Burgundy Red, 128 GB)4.72,883 Ratings & 551 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 400 GB15.75 cm (6.2 inch) Quad HD+ Display12MP + 12MP | 8MP Front Camera3500 BatteryExynos 9810 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹65,900₹68,9004% offEMI starting from ₹2189/monthOffersSpecial Price","https://www.flipkart.com/samsung-galaxy-s9-plus-burgundy-red-128-gb/p/itmfbm2f7dexzqer?pid=MOBFBM2FJJFJGD4T&srno=b_5_118&otracker=browse&lid=LSTMOBFBM2FJJFJGD4TNLU9HN&fm=organic&iid=9273db09-f643-4173-9f32-6bb81ba6cd38.MOBFBM2FJJFJGD4T.SEARCH","Samsung Galaxy S9 Plus (Burgundy Red, 128 GB)  (6 GB RAM)","₹65,900","null","3500 Battery","null","null","Burgundy Red","6 GB","128 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.7","4.6","3.5","4.7","4.3","All 551 reviews","https://www.flipkart.com/samsung-galaxy-s9-plus-burgundy-red-128-gb/product-reviews/itmfbm2f7dexzqer?pid=MOBFBM2FJJFJGD4T"
"1546971749-406","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=1","Add to CompareSamsung Galaxy A7 (Blue, 64 GB)4.36,165 Ratings & 745 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 512 GB15.24 cm (6.0 inch) FHD+ Display24MP + 5MP + 8MP | 24MP Front Camera3300 Lithium-ion BatterySamsung Exynos Octa Core Processor (2.2 GHz) ProcessorGlass Design with Side Fingerprint SensorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹21,390EMI starting from ₹711/month","https://www.flipkart.com/samsung-galaxy-a7-blue-64-gb/p/itmf9bt8kyf53msn?pid=MOBF9BT8MHEZDRHZ&srno=b_1_14&otracker=browse&lid=LSTMOBF9BT8MHEZDRHZINUQKN&fm=organic&iid=b1935172-f283-4bdb-956c-f592c6271851.MOBF9BT8MHEZDRHZ.SEARCH","Samsung Galaxy A7 (Blue, 64 GB)  (4 GB RAM)","₹23,990","7-8 days","3300 Lithium-ion Battery","MobilEWorlD786","2.7","Blue","4 GB","64 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.3","4.3","2.6","3.9","4.0","All 745 reviews","https://www.flipkart.com/samsung-galaxy-a7-blue-64-gb/product-reviews/itmf9bt8kyf53msn?pid=MOBF9BT8MHEZDRHZ"
"1546971551-365","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=3","Add to CompareSamsung Galaxy J7 Pro (Black, 64 GB)4.39,068 Ratings & 1,521 Reviews3 GB RAM | 64 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 13MP Front Camera3600 BatteryExynos Octa-Core 1.6GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹18,000EMI starting from ₹598/month","https://www.flipkart.com/samsung-galaxy-j7-pro-black-64-gb/p/itmevyzygt4msfxh?pid=MOBEVYZYBZZ7HKSP&srno=b_3_55&otracker=browse&lid=LSTMOBEVYZYBZZ7HKSPPKGE0I&fm=organic&iid=a79ce94c-e719-4065-9a00-c68d3cdf2b22.MOBEVYZYBZZ7HKSP.SEARCH","Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)","₹18,900","6-7 days","3600 Battery","ITIndia20SLP","2.8","Black","3 GB","64 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.3","4.3","4.2","3.9","3.8","All 1521 reviews","https://www.flipkart.com/samsung-galaxy-j7-pro-black-64-gb/product-reviews/itmevyzygt4msfxh?pid=MOBEVYZYBZZ7HKSP"
"1546970744-188","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=10","Out Of StockAdd to CompareSamsung Galaxy Core (Metallic Blue, 8 GB)3.93,470 Ratings & 679 Reviews1 GB RAM | 8 GB ROM | Expandable Upto 32 GB10.92 cm (4.3 inch) WVGA Display5MP Rear Camera | 0.3MP Front Camera1800 Li-Ion Battery1 Year for Mobile & 6 Months for Accessories₹7,999EMI starting from ₹266/month","https://www.flipkart.com/samsung-galaxy-core-metallic-blue-8-gb/p/itmeuyd79tuf54ey?pid=MOBDHKWZX5SMWMPX&srno=b_10_232&otracker=browse&lid=LSTMOBDHKWZX5SMWMPX6WOJA3&fm=organic&iid=45654c34-a2d3-4c69-81dd-570fcbd173fe.MOBDHKWZX5SMWMPX.SEARCH","Samsung Galaxy Core (Metallic Blue, 8 GB)  (1 GB RAM)","₹7,999","null","1800 Li-Ion Battery","null","null","Metallic Blue","1 GB","8 GB","1 Year for Mobile & 6 Months for Accessories","3.9","null","null","null","null","All 679 reviews","https://www.flipkart.com/samsung-galaxy-core-metallic-blue-8-gb/product-reviews/itmeuyd79tuf54ey?pid=MOBDHKWZX5SMWMPX"
"1546970942-234","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=8","Out Of StockAdd to CompareSamsung Galaxy S6 (White Pearl, 32 GB)4649 Ratings & 141 Reviews3 GB RAM | 32 GB ROM |12.95 cm (5.1 inch) Quad HD Display16MP Rear Camera | 5MP Front Camera2550 BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹24,500EMI starting from ₹814/month","https://www.flipkart.com/samsung-galaxy-s6-white-pearl-32-gb/p/itme5z4afbbcedmk?pid=MOBE5Z49W4UHYHYZ&srno=b_8_186&otracker=browse&lid=LSTMOBE5Z49W4UHYHYZQFUEZG&fm=organic&iid=1d567e50-db96-4424-8d5b-d31694929fac.MOBE5Z49W4UHYHYZ.SEARCH","Samsung Galaxy S6 (White Pearl, 32 GB)  (3 GB RAM)","₹24,500","null","2550 Battery","null","null","White Pearl","3 GB","32 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4","null","null","null","null","All 141 reviews","https://www.flipkart.com/samsung-galaxy-s6-white-pearl-32-gb/product-reviews/itme5z4afbbcedmk?pid=MOBE5Z49W4UHYHYZ"
"1546971683-392","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=2","ON OFFERAdd to CompareSamsung Galaxy J8 (Gold, 64 GB)4.413,669 Ratings & 1,491 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.24 cm (6 inch) HD+ Display16MP + 5MP | 16MP Front Camera3500 BatteryQualcomm Snapdragon SDM450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹15,990₹18,99015% offUp to ₹14,900 Off on ExchangeEMI starting from ₹532/monthOffersNo Cost EMISpecial Price","https://www.flipkart.com/samsung-galaxy-j8-gold-64-gb/p/itmf6uvfmyuc8eys?pid=MOBF6GZTRMVDUVSJ&srno=b_2_28&otracker=browse&lid=LSTMOBF6GZTRMVDUVSJY7H47M&fm=organic&iid=35838032-4959-4c71-961c-a2bc545fc63c.MOBF6GZTRMVDUVSJ.SEARCH","Samsung Galaxy J8 (Gold, 64 GB)  (4 GB RAM)","₹15,990","11 Jan, Friday","3500 Battery","TrueComRetail","4.6","Gold","4 GB","64 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.4","4.1","3.8","3.4","4.0","All 1491 reviews","https://www.flipkart.com/samsung-galaxy-j8-gold-64-gb/product-reviews/itmf6uvfmyuc8eys?pid=MOBF6GZTRMVDUVSJ"
"1546971762-410","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=1","ON OFFERAdd to CompareSamsung Galaxy A7 (Blue, 128 GB)4.4892 Ratings & 96 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 512 GB15.24 cm (6.0 inch) FHD+ Display24MP + 5MP + 8MP | 24MP Front Camera3300 Lithium-ion BatterySamsung Exynos Octa Core Processor (2.2 GHz) ProcessorGlass Design with Side Fingerprint SensorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹25,990₹29,90013% offUp to ₹14,900 Off on ExchangeEMI starting from ₹864/monthOffersNo Cost EMISpecial Price","https://www.flipkart.com/samsung-galaxy-a7-blue-128-gb/p/itmf9bt8vvqyvaht?pid=MOBF9BT8VHGRAXFZ&srno=b_1_10&otracker=browse&lid=LSTMOBF9BT8VHGRAXFZY9B8CA&fm=organic&iid=655e8e60-7a22-4933-87c1-60afb79f6cf5.MOBF9BT8VHGRAXFZ.SEARCH","Samsung Galaxy A7 (Blue, 128 GB)  (6 GB RAM)","₹25,990","11 Jan, Friday","3300 Lithium-ion Battery","TrueComRetail","4.6","Blue","6 GB","128 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.4","3.9","2.7","4.1","null","All 96 reviews","https://www.flipkart.com/samsung-galaxy-a7-blue-128-gb/product-reviews/itmf9bt8vvqyvaht?pid=MOBF9BT8VHGRAXFZ"
"1546971262-308","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=5","Add to CompareSamsung B3504196 Ratings & 32 Reviews32 MB RAM |7.11 cm (2.8 inch) HVGA Display2MP Rear Camera1200 Battery1 Year Manufacturer Warranty₹3,000EMI starting from ₹100/month","https://www.flipkart.com/samsung-b350/p/itmebfmfzudq8vhw?pid=MOBEBFMFACCZGFZK&srno=b_5_112&otracker=browse&lid=LSTMOBEBFMFACCZGFZKEIPVDJ&fm=organic&iid=8b190fae-7d76-4483-b4b0-8916f55fc915.MOBEBFMFACCZGFZK.SEARCH","Samsung B350  (Black)","₹3,000","null","1200 Battery","DEVIMOBILESS","null","Black","32 MB","null","1 Year Manufacturer Warranty","4","null","null","null","null","All 32 reviews","https://www.flipkart.com/samsung-b350/product-reviews/itmebfmfzudq8vhw?pid=MOBEBFMFACCZGFZK"
"1546971645-383","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=2","Add to CompareSamsung Galaxy J7 Duo (Blue, 32 GB)4.32,415 Ratings & 316 Reviews4 GB RAM | 32 GB ROM | Expandable Upto 256 GB13.97 cm (5.5 inch) HD Display13MP + 5MP | 8MP Front Camera3000 BatteryExynos 7884 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹17,000EMI starting from ₹565/month","https://www.flipkart.com/samsung-galaxy-j7-duo-blue-32-gb/p/itmf5j6b3hep6yxn?pid=MOBF5J6BJXGBYBFH&srno=b_2_37&otracker=browse&lid=LSTMOBF5J6BJXGBYBFHRBXYGA&fm=organic&iid=b80b907a-599b-4149-8276-afdb360b723d.MOBF5J6BJXGBYBFH.SEARCH","Samsung Galaxy J7 Duo (Blue, 32 GB)  (4 GB RAM)","₹17,000","6-7 days","3000 Battery","SHREEAMBIKAMOBILESHOP","null","Blue","4 GB","32 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.3","4.3","3.6","5.0","4.5","All 316 reviews","https://www.flipkart.com/samsung-galaxy-j7-duo-blue-32-gb/product-reviews/itmf5j6b3hep6yxn?pid=MOBF5J6BJXGBYBFH"
"1546970838-209","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=9","ON OFFEROut Of StockAdd to CompareSamsung Galaxy S Duos 3 (Ceramic White, 4 GB)45,077 Ratings & 267 Reviews512 MB RAM | 4 GB ROM |10.16 cm (4 inch) WVGA Display5MP Rear Camera | 0.3MP Front Camera1500 Battery1 Year for Mobile & 6 Months for Accessories₹1,247₹6,04879% offUp to ₹1,200 Off on ExchangeOffersNo Cost EMISpecial Price","https://www.flipkart.com/samsung-galaxy-s-duos-3-ceramic-white-4-gb/p/itmdzrdwqpyf37r6?pid=MOBDZRDT6YGX9HVZ&srno=b_9_211&otracker=browse&lid=LSTMOBDZRDT6YGX9HVZ5VVN9V&fm=organic&iid=4a47ee41-fa05-4035-ae51-d8b36d1fbdff.MOBDZRDT6YGX9HVZ.SEARCH","Samsung Galaxy S Duos 3 (Ceramic White, 4 GB)  (512 MB RAM)","₹1,247","null","1500 Battery","null","null","Ceramic White","512 MB","4 GB","1 Year for Mobile & 6 Months for Accessories","4","null","null","null","null","All 267 reviews","https://www.flipkart.com/samsung-galaxy-s-duos-3-ceramic-white-4-gb/product-reviews/itmdzrdwqpyf37r6?pid=MOBDZRDT6YGX9HVZ"
"1546971435-338","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=4","Add to CompareSamsung Metro XL4.218,461 Ratings & 2,542 Reviews64 MB RAM | 128 MB ROM | Expandable Upto 16 GB7.11 cm (2.8 inch) QVGA Display3.1MP Rear Camera | 2MP Front Camera1200 Li-Ion Battery0 0 Single Core 312MHz Processor1 Year on Mobile₹3,400EMI starting from ₹113/monthOffersNo Cost EMI","https://www.flipkart.com/samsung-metro-xl/p/itmekshbnmc6ud7v?pid=MOBEK4ABQFH3SSP7&srno=b_4_82&otracker=browse&lid=LSTMOBEK4ABQFH3SSP7O4OXLV&fm=organic&iid=c67f14f7-443e-4642-b627-21c232bc03ec.MOBEK4ABQFH3SSP7.SEARCH","Samsung Metro XL  (Black)","₹3,400","11 Jan, Friday","1200 Li-Ion Battery","TrueComRetail","4.6","Black","64 MB","128 MB","1 Year on Mobile","4.2","4.6","4.2","4.3","4.3","All 2542 reviews","https://www.flipkart.com/samsung-metro-xl/product-reviews/itmekshbnmc6ud7v?pid=MOBEK4ABQFH3SSP7"
"1546970748-189","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=10","Out Of StockAdd to CompareSamsung Galaxy S4 Mini (White Frost, 8 GB)3.71,167 Ratings & 300 Reviews1.5 GB RAM | 8 GB ROM | Expandable Upto 64 GB10.85 cm (4.27 inch) quarter HD Display8MP Rear Camera | 1.9MP Front Camera1900 Li-Ion BatteryApplication Processor Processor1 Year for Mobile & 6 Months for Accessories₹14,000EMI starting from ₹466/month","https://www.flipkart.com/samsung-galaxy-s4-mini-white-frost-8-gb/p/itme7zdg7npjuwgp?pid=MOBDMMPYRYSGT7WA&srno=b_10_231&otracker=browse&lid=LSTMOBDMMPYRYSGT7WAD6TNW9&fm=organic&iid=fdb13411-88aa-4352-a73c-6af0c1877c43.MOBDMMPYRYSGT7WA.SEARCH","Samsung Galaxy S4 Mini (White Frost, 8 GB)  (1.5 GB RAM)","₹14,000","null","1900 Li-Ion Battery","null","null","White Frost","1.5 GB","8 GB","1 Year for Mobile & 6 Months for Accessories","3.7","null","null","null","null","All 300 reviews","https://www.flipkart.com/samsung-galaxy-s4-mini-white-frost-8-gb/product-reviews/itme7zdg7npjuwgp?pid=MOBDMMPYRYSGT7WA"
"1546971071-263","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=7","Out Of StockAdd to CompareSamsung Galaxy Note 5 (Black Sapphire, 32 GB)3.8337 Ratings & 103 Reviews4 GB RAM | 32 GB ROM |14.48 cm (5.7 inch) Quad HD Display16MP Rear Camera | 5MP Front Camera3000 Li-Polymer BatteryExynos 7420 64-bit ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹30,495EMI starting from ₹1013/month","https://www.flipkart.com/samsung-galaxy-note-5-black-sapphire-32-gb/p/itmec4cxmfgy8ecd?pid=MOBEB893DPPYKHBM&srno=b_7_157&otracker=browse&lid=LSTMOBEB893DPPYKHBMMS5OKV&fm=organic&iid=e3581fde-8323-43fc-becb-90bde0770140.MOBEB893DPPYKHBM.SEARCH","Samsung Galaxy Note 5 (Black Sapphire, 32 GB)  (4 GB RAM)","₹30,495","null","3000 Li-Polymer Battery","null","null","Black Sapphire","4 GB","32 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","3.8","null","null","null","null","All 103 reviews","https://www.flipkart.com/samsung-galaxy-note-5-black-sapphire-32-gb/product-reviews/itmec4cxmfgy8ecd?pid=MOBEB893DPPYKHBM"
"1546971061-260","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=7","Out Of StockAdd to CompareSamsung Galaxy Core Prime (Silver, 8 GB)46,309 Ratings & 588 Reviews1 GB RAM | 8 GB ROM |11.43 cm (4.5 inch) WVGA Display5MP Rear Camera | 2MP Front Camera2000 Li-Ion Battery1 Year Manufacturer Warranty₹5,490EMI starting from ₹183/month","https://www.flipkart.com/samsung-galaxy-core-prime-silver-8-gb/p/itmebbgsgg27vzzn?pid=MOBEBBGRZND2E6SU&srno=b_7_160&otracker=browse&lid=LSTMOBEBBGRZND2E6SUXXX7QB&fm=organic&iid=816a7f53-b2df-4602-b52e-e0e2706ebe49.MOBEBBGRZND2E6SU.SEARCH","Samsung Galaxy Core Prime (Silver, 8 GB)  (1 GB RAM)","₹5,490","null","2000 Li-Ion Battery","null","null","Silver","1 GB","8 GB","1 Year Manufacturer Warranty","4","null","null","null","null","All 588 reviews","https://www.flipkart.com/samsung-galaxy-core-prime-silver-8-gb/product-reviews/itmebbgsgg27vzzn?pid=MOBEBBGRZND2E6SU"
"1546970834-208","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=9","ON OFFEROut Of StockAdd to CompareSamsung Galaxy S Duos 3 (Charcoal Grey, 4 GB)45,077 Ratings & 267 Reviews512 MB RAM | 4 GB ROM |10.16 cm (4 inch) WVGA Display5MP Rear Camera | 0.3MP Front Camera1500 Battery1 Year for Mobile & 6 Months for Accessories₹1,999₹6,49969% offUp to ₹1,950 Off on ExchangeOffersNo Cost EMISpecial Price","https://www.flipkart.com/samsung-galaxy-s-duos-3-charcoal-grey-4-gb/p/itmey8vrqvzyjbn2?pid=MOBDZRDTQRSAHE3N&srno=b_9_212&otracker=browse&lid=LSTMOBDZRDTQRSAHE3N0CICAF&fm=organic&iid=b0a21151-9fed-49ee-bb8e-e8d0566f569e.MOBDZRDTQRSAHE3N.SEARCH","Samsung Galaxy S Duos 3 (Charcoal Grey, 4 GB)  (512 MB RAM)","₹1,999","null","1500 Battery","null","null","Charcoal Grey","512 MB","4 GB","1 Year for Mobile & 6 Months for Accessories","4","null","null","null","null","All 267 reviews","https://www.flipkart.com/samsung-galaxy-s-duos-3-charcoal-grey-4-gb/product-reviews/itmey8vrqvzyjbn2?pid=MOBDZRDTQRSAHE3N"
"1546971787-417","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=1","ON OFFERAdd to CompareSamsung Galaxy S9 Plus (Polaris Blue, 64 GB)4.72,883 Ratings & 551 Reviews6 GB RAM | 64 GB ROM | Expandable Upto 400 GB15.75 cm (6.2 inch) Quad HD+ Display12MP + 12MP | 8MP Front Camera3500 BatteryExynos 9810 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹61,900₹64,9004% offUp to ₹14,900 Off on ExchangeEMI starting from ₹2056/monthOffersSpecial PriceBank Offer","https://www.flipkart.com/samsung-galaxy-s9-plus-polaris-blue-64-gb/p/itmfbcc5z2kbgsev?pid=MOBFBCC5ZDHKKH9M&srno=b_1_3&otracker=browse&lid=LSTMOBFBCC5ZDHKKH9MHZB1SK&fm=organic&iid=8b875810-523f-4644-bdcf-8ce0ff165c7a.MOBFBCC5ZDHKKH9M.SEARCH","Samsung Galaxy S9 Plus (Polaris Blue, 64 GB)  (6 GB RAM)","₹61,900","11 Jan, Friday","3500 Battery","TrueComRetail","4.6","Polaris Blue","6 GB","64 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.7","4.6","3.5","4.7","4.3","All 551 reviews","https://www.flipkart.com/samsung-galaxy-s9-plus-polaris-blue-64-gb/product-reviews/itmfbcc5z2kbgsev?pid=MOBFBCC5ZDHKKH9M"
"1546971000-247","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=8","Out Of StockAdd to CompareSamsung Metro 3134943 Ratings & 113 Reviews4 MB RAM | 2.3 MB ROM | Expandable Upto 16 GB5.16 cm (2.03 inch) Display0.3MP Rear Camera1000 Battery1 Year Manufacturer Warranty₹2,115","https://www.flipkart.com/samsung-metro-313/p/itme8kfbzrtq8kej?pid=MOBE8KFBRJS3JEHS&srno=b_8_173&otracker=browse&lid=LSTMOBE8KFBRJS3JEHSYWVTMZ&fm=organic&iid=d8869e58-9b54-4612-ad1b-527fed66b616.MOBE8KFBRJS3JEHS.SEARCH","Samsung Metro 313  (White)","₹2,115","null","1000 Battery","null","null","White","4 MB","2.3 MB","1 Year Manufacturer Warranty","4","null","null","null","null","All 113 reviews","https://www.flipkart.com/samsung-metro-313/product-reviews/itme8kfbzrtq8kej?pid=MOBE8KFBRJS3JEHS"
"1546971736-402","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=1","Add to CompareSamsung Galaxy J4 Plus (Blue, 32 GB)4.3654 Ratings & 52 Reviews2 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.24 cm (6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera3300 Lithium-ion BatteryQualcomm Snapdragon SD425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹9,990EMI starting from ₹332/month","https://www.flipkart.com/samsung-galaxy-j4-plus-blue-32-gb/p/itmf94c4ymfragwk?pid=MOBF94C4Z64FPUNQ&srno=b_1_18&otracker=browse&lid=LSTMOBF94C4Z64FPUNQCSV4IL&fm=organic&iid=e5a21c2d-e4f4-4692-8108-b4d0b147d9e1.MOBF94C4Z64FPUNQ.SEARCH","Samsung Galaxy J4 Plus (Blue, 32 GB)  (2 GB RAM)","₹9,990","6-7 days","3300 Lithium-ion Battery","CellularZone","3.6","Blue","2 GB","32 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.3","null","null","null","null","All 52 reviews","https://www.flipkart.com/samsung-galaxy-j4-plus-blue-32-gb/product-reviews/itmf94c4ymfragwk?pid=MOBF94C4Z64FPUNQ"
"1546971131-276","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=6","Out Of StockAdd to CompareSamsung Galaxy S7 (Silver Titanium, 32 GB)4.431,138 Ratings & 5,856 Reviews4 GB RAM | 32 GB ROM | Expandable Upto 200 GB12.95 cm (5.1 inch) Quad HD Display12MP Rear Camera | 5MP Front Camera3000 Li-Ion BatteryExynos 8890 ProcessorBrand Warranty of 1 Year₹21,990EMI starting from ₹731/month","https://www.flipkart.com/samsung-galaxy-s7-silver-titanium-32-gb/p/itmeuyda4qgqetc6?pid=MOBEGFZPKXDMDBJ2&srno=b_6_144&otracker=browse&lid=LSTMOBEGFZPKXDMDBJ2DESHCX&fm=organic&iid=da869fb0-84c6-4fa5-a21f-daf6abf9c213.MOBEGFZPKXDMDBJ2.SEARCH","Samsung Galaxy S7 (Silver Titanium, 32 GB)  (4 GB RAM)","₹21,990","null","3000 Li-Ion Battery","null","null","Silver Titanium","4 GB","32 GB","Brand Warranty of 1 Year","4.4","4.7","3.7","4.6","4.7","All 5856 reviews","https://www.flipkart.com/samsung-galaxy-s7-silver-titanium-32-gb/product-reviews/itmeuyda4qgqetc6?pid=MOBEGFZPKXDMDBJ2"
"1546971772-413","https://www.flipkart.com/search?p%5B%5D=facets.brand%255B%255D%3DSamsung&sid=tyy%2F4io&sort=recency_desc&wid=1.productCard.PMU_V2&page=1","ON OFFERAdd to CompareSamsung Galaxy A9 (Caviar Black, 128 GB)4.399 Ratings & 17 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.0 cm (6.3 inch) FHD+ Display24MP + 5MP + 10MP +8MP | 24MP Front Camera3800 Lithium-ion BatteryQualcomm Snapdragon 660 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹39,990₹42,0004% offUp to ₹14,900 Off on ExchangeEMI starting from ₹1329/monthOffersNo Cost EMISpecial PriceBank Offer","https://www.flipkart.com/samsung-galaxy-a9-caviar-black-128-gb/p/itmfaj72gwnhmkrv?pid=MOBFAJ724YYKAMXR&srno=b_1_7&otracker=browse&lid=LSTMOBFAJ724YYKAMXRKSYSWJ&fm=organic&iid=3fdb6539-488a-4ed3-815b-cd64e70c7c64.MOBFAJ724YYKAMXR.SEARCH","Samsung Galaxy A9 (Caviar Black, 128 GB)  (8 GB RAM)","₹39,990","11 Jan, Friday","3800 Lithium-ion Battery","TrueComRetail","4.6","Caviar Black","8 GB","128 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.3","null","null","null","null","All 17 reviews","https://www.flipkart.com/samsung-galaxy-a9-caviar-black-128-gb/product-reviews/itmfaj72gwnhmkrv?pid=MOBFAJ724YYKAMXR"
