web-scraper-order,web-scraper-start-url,product_link,product_link-href,name,price,delivery_time,battery,seller,seller_rating,Color,ram,rom,warranty,overall_rating,camera_rating,battery_rating,display_rating,value_for_money_rating,product_review_link,product_review_link-href
"1546967375-131","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=3","Coming SoonAdd to CompareRedmi 5A (Blue, 32 GB)4.45,52,923 Ratings & 63,947 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera | 5MP Front Camera3000 Li-polymer BatteryQualcomm Snapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹6,999EMI starting from ₹233/month","https://www.flipkart.com/redmi-5a-blue-32-gb/p/itmf2fwcumw7ghwy?pid=MOBF34BKSDBMFKWG&srno=b_3_49&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBF34BKSDBMFKWGO81MQX&fm=organic&iid=41a8c9f5-7455-49aa-81a6-b1c4f746a8f1.MOBF34BKSDBMFKWG.SEARCH","Redmi 5A (Blue, 32 GB)  (3 GB RAM)","₹6,999","null","3000 Li-polymer Battery","Flashstar Commerce","4.8","Blue","3 GB","32 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.4","3.6","3.5","3.8","4.9","All 63947 reviews","https://www.flipkart.com/redmi-5a-blue-32-gb/product-reviews/itmf2fwcumw7ghwy?pid=MOBF34BKSDBMFKWG"
"1546967500-164","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1","ON OFFERAdd to CompareRedmi Note 5 Pro (Rose Gold, 64 GB)4.59,50,557 Ratings & 1,08,733 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹12,999₹14,99913% offUp to ₹12,600 Off on ExchangeEMI starting from ₹432/monthOffersSpecial Price","https://www.flipkart.com/redmi-note-5-pro-rose-gold-64-gb/p/itmf2fc3jyathzcq?pid=MOBF2BSG75JYZ5YW&srno=b_1_16&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBF2BSG75JYZ5YWRKDTAH&fm=organic&iid=ee5f6ee4-93cb-4599-80e5-85debb145df1.MOBF2BSG75JYZ5YW.SEARCH","Redmi Note 5 Pro (Rose Gold, 64 GB)  (4 GB RAM)","₹12,999","11 Jan, Friday","4000 Li Polymer Battery","Truenet Commerce","4.9","Rose Gold","4 GB","64 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.5","4.4","4.2","3.9","4.7","All 108733 reviews","https://www.flipkart.com/redmi-note-5-pro-rose-gold-64-gb/product-reviews/itmf2fc3jyathzcq?pid=MOBF2BSG75JYZ5YW"
"1546967456-153","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=2","Add to CompareRedmi Y2 (Grey/Dark Grey, 64 GB)4.43,288 Ratings & 295 Reviews4 GB RAM | 64 GB ROM |15.21 cm (5.99 inch) HD Display12MP Rear Camera | 16MP Front Camera3080 Battery1 Year Warranty₹12,999EMI starting from ₹432/month","https://www.flipkart.com/redmi-y2-grey-dark-grey-64-gb/p/itmf8fhkpzbq3abf?pid=MOBF7XVRAGRUBCMC&srno=b_2_27&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBF7XVRAGRUBCMCA5AO2H&fm=organic&iid=465eff0f-1891-4a68-8310-21a7fe4f588a.MOBF7XVRAGRUBCMC.SEARCH","Redmi Y2 (Grey/Dark Grey, 64 GB)  (4 GB RAM)","₹12,999","11 Jan, Friday","3080 Battery","FASHIONADDA92","4.5","Grey/Dark Grey","4 GB","64 GB","1 Year Warranty","4.4","null","null","null","null","All 295 reviews","https://www.flipkart.com/redmi-y2-grey-dark-grey-64-gb/product-reviews/itmf8fhkpzbq3abf?pid=MOBF7XVRAGRUBCMC"
"1546967325-120","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=3","Out Of StockAdd to CompareRedmi 5 (Rose Gold, 64 GB)4.21,301 Ratings & 105 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 128 GB14.48 cm (5.7 inch) HD+ Display12MP Rear Camera | 5MP Front Camera3300 BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹11,800EMI starting from ₹392/month","https://www.flipkart.com/redmi-5-rose-gold-64-gb/p/itmf3dhyyzz2phss?pid=MOBF8A8YFUZWAGPR&srno=b_3_60&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBF8A8YFUZWAGPRRQILDG&fm=organic&iid=f514bf6b-8809-4e93-b225-7e9f5085e993.MOBF8A8YFUZWAGPR.SEARCH","Redmi 5 (Rose Gold, 64 GB)  (4 GB RAM)","₹11,800","null","3300 Battery","null","null","Rose Gold","4 GB","64 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.2","null","null","null","null","All 105 reviews","https://www.flipkart.com/redmi-5-rose-gold-64-gb/product-reviews/itmf3dhyyzz2phss?pid=MOBF8A8YFUZWAGPR"
"1546967238-107","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=4","Out Of StockAdd to CompareRedmi 2 Prime (White, 16 GB)4.31,08,561 Ratings & 10,845 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 32 GB11.94 cm (4.7 inch) HD Display8MP Rear Camera | 2MP Front Camera2200 Li-Ion Polymer BatteryQualcomm Snapdragon 410 MSM8916 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹6,999EMI starting from ₹233/monthOffersNo Cost EMI","https://www.flipkart.com/redmi-2-prime-white-16-gb/p/itmeuydapxdkcy2u?pid=MOBE9T7GWDGJ2TGN&srno=b_4_73&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBE9T7GWDGJ2TGNSVA3DV&fm=organic&iid=fd97a4f7-cf94-4903-9921-73965f3cfe93.MOBE9T7GWDGJ2TGN.SEARCH","Redmi 2 Prime (White, 16 GB)  (2 GB RAM)","₹6,999","null","2200 Li-Ion Polymer Battery","null","null","White","2 GB","16 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.3","4.1","3.4","2.5","4.8","All 10845 reviews","https://www.flipkart.com/redmi-2-prime-white-16-gb/product-reviews/itmeuydapxdkcy2u?pid=MOBE9T7GWDGJ2TGN"
"1546967517-169","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1","ON OFFERAdd to CompareRedmi Note 6 Pro (Rose Gold, 64 GB)4.531,013 Ratings & 3,391 Reviews6 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.9 cm (6.26 inch) FHD+ Display12MP + 5MP | 20MP + 2MP Dual Front Camera4000 Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹15,999₹17,99911% offUp to ₹14,900 Off on ExchangeEMI starting from ₹532/monthOffersNo Cost EMISpecial Price","https://www.flipkart.com/redmi-note-6-pro-rose-gold-64-gb/p/itmfb2fbyghegpmh?pid=MOBFAJB4FCW5FQZH&srno=b_1_11&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBFAJB4FCW5FQZHEQ5C8K&fm=organic&iid=9386ead8-247f-4d4c-b026-1038d88d2576.MOBFAJB4FCW5FQZH.SEARCH","Redmi Note 6 Pro (Rose Gold, 64 GB)  (6 GB RAM)","₹15,999","11 Jan, Friday","4000 Li-polymer Battery","Flashstar Commerce","4.8","Rose Gold","6 GB","64 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.5","4.3","3.8","3.7","4.8","All 3391 reviews","https://www.flipkart.com/redmi-note-6-pro-rose-gold-64-gb/product-reviews/itmfb2fbyghegpmh?pid=MOBFAJB4FCW5FQZH"
"1546967463-155","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=2","Add to CompareMi A2 (Gold, 64 GB)4.21,816 Ratings & 184 Reviews4 GB RAM | 64 GB ROM |15.21 cm (5.99 inch) FHD+ Display20MP + 12MP | 20MP Front Camera3010 BatteryQualcomm Snapdragon 660 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories₹15,399EMI starting from ₹512/month","https://www.flipkart.com/mi-a2-gold-64-gb/p/itmf9m46z6gtghqf?pid=MOBF95FK8R3ZZZDW&srno=b_2_25&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBF95FK8R3ZZZDWMTUUKJ&fm=organic&iid=34cf0b16-53a6-4e2e-8261-d832f23589bb.MOBF95FK8R3ZZZDW.SEARCH","Mi A2 (Gold, 64 GB)  (4 GB RAM)","₹15,399","11 Jan, Friday","3010 Battery","SpeedySLP","4.5","Gold","4 GB","64 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories","4.2","4.6","1.6","3.9","3.9","All 184 reviews","https://www.flipkart.com/mi-a2-gold-64-gb/product-reviews/itmf9m46z6gtghqf?pid=MOBF95FK8R3ZZZDW"
"1546967220-104","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=4","Out Of StockAdd to CompareRedmi 3S Prime (Dark Grey, 32 GB)4.34,65,429 Ratings & 89,727 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera | 5MP Front Camera4100 Li-Ion Polymer BatteryQualcomm Snapdragon 430 64-bit Octa Core 1.4GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹8,999EMI starting from ₹299/monthOffersNo Cost EMI","https://www.flipkart.com/redmi-3s-prime-dark-grey-32-gb/p/itmehbejjz5zxzsh?pid=MOBEKWZYZHUXJFR6&srno=b_4_76&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBEKWZYZHUXJFR6IZRZQH&fm=organic&iid=1d08bc49-3ee0-43f9-8af9-8cba47228bf8.MOBEKWZYZHUXJFR6.SEARCH","Redmi 3S Prime (Dark Grey, 32 GB)  (3 GB RAM)","₹8,999","null","4100 Li-Ion Polymer Battery","null","null","Dark Grey","3 GB","32 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.3","3.7","4.0","3.3","4.8","All 89727 reviews","https://www.flipkart.com/redmi-3s-prime-dark-grey-32-gb/product-reviews/itmehbejjz5zxzsh?pid=MOBEKWZYZHUXJFR6"
"1546967478-158","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1","ON OFFERAdd to CompareRedmi Note 5 Pro (Blue, 64 GB)4.59,50,557 Ratings & 1,08,733 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹12,999₹14,99913% offUp to ₹12,600 Off on ExchangeEMI starting from ₹432/monthOffersSpecial Price","https://www.flipkart.com/redmi-note-5-pro-blue-64-gb/p/itmf3qstwujazqsp?pid=MOBF2BSGFKFKVQMC&srno=b_1_22&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBF2BSGFKFKVQMCXSHTC8&fm=organic&iid=b201054f-4b52-48ee-b0ca-421eb9ec9738.MOBF2BSGFKFKVQMC.SEARCH","Redmi Note 5 Pro (Blue, 64 GB)  (4 GB RAM)","₹12,999","11 Jan, Friday","4000 Li Polymer Battery","Truenet Commerce","4.9","Blue","4 GB","64 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.5","4.4","4.2","3.9","4.7","All 108733 reviews","https://www.flipkart.com/redmi-note-5-pro-blue-64-gb/product-reviews/itmf3qstwujazqsp?pid=MOBF2BSGFKFKVQMC"
"1546967231-106","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=4","Out Of StockAdd to CompareRedmi 3S Prime (Gold, 32 GB)4.34,65,429 Ratings & 89,727 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera | 5MP Front Camera4100 Li-Ion Polymer BatteryQualcomm Snapdragon 430 64-bit Octa Core 1.4GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹8,999EMI starting from ₹299/monthOffersNo Cost EMI","https://www.flipkart.com/redmi-3s-prime-gold-32-gb/p/itmehbejabfb46rg?pid=MOBEKWZYSHHJNWGZ&srno=b_4_74&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBEKWZYSHHJNWGZFX9ZZP&fm=organic&iid=3f9400c2-7fcd-4ef6-9c21-91fadfdcae7c.MOBEKWZYSHHJNWGZ.SEARCH","Redmi 3S Prime (Gold, 32 GB)  (3 GB RAM)","₹8,999","null","4100 Li-Ion Polymer Battery","null","null","Gold","3 GB","32 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.3","3.7","4.0","3.3","4.8","All 89727 reviews","https://www.flipkart.com/redmi-3s-prime-gold-32-gb/product-reviews/itmehbejabfb46rg?pid=MOBEKWZYSHHJNWGZ"
"1546967431-145","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=2","Add to CompareRedmi 6 Pro (Lake Blue, 32 GB)4.4151 Ratings & 15 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inch) FHD+ Display12MP + 5MP | 5MP Front Camera4000 BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories₹11,499EMI starting from ₹382/month","https://www.flipkart.com/redmi-6-pro-lake-blue-32-gb/p/itmfbh5t77gmhfrp?pid=MOBFBH5TCNPPGCEQ&srno=b_2_35&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBFBH5TCNPPGCEQBZCRUB&fm=organic&iid=c3cd397f-22d7-43d3-9f4c-ab962e977360.MOBFBH5TCNPPGCEQ.SEARCH","Redmi 6 Pro (Lake Blue, 32 GB)  (3 GB RAM)","₹11,499","11 Jan, Friday","4000 Battery","FASHIONADDA92","4.5","Lake Blue","3 GB","32 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories","4.4","null","null","null","null","All 15 reviews","https://www.flipkart.com/redmi-6-pro-lake-blue-32-gb/product-reviews/itmfbh5t77gmhfrp?pid=MOBFBH5TCNPPGCEQ"
"1546967470-156","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1","Add to CompareRedmi 6A (Black, 16 GB)4.32,713 Ratings & 222 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) Display13MP Rear Camera | 5MP Front Camera3000 Battery1 Year Manufacturer Warranty₹6,788EMI starting from ₹226/month","https://www.flipkart.com/redmi-6a-black-16-gb/p/itmf9hsdddajwche?pid=MOBF9H95RFHUNBQZ&srno=b_1_24&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBF9H95RFHUNBQZT9HUOL&fm=organic&iid=bae5f458-7387-45aa-b60b-73bfda5f3345.MOBF9H95RFHUNBQZ.SEARCH","Redmi 6A (Black, 16 GB)  (2 GB RAM)","₹6,788","6-7 days","3000 Battery","ShreeKrishnaMobiles","4.5","Black","2 GB","16 GB","1 Year Manufacturer Warranty","4.3","null","null","null","null","All 222 reviews","https://www.flipkart.com/redmi-6a-black-16-gb/product-reviews/itmf9hsdddajwche?pid=MOBF9H95RFHUNBQZ"
"1546967554-179","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1","ON OFFERAdd to CompareRedmi Note 6 Pro (Black, 64 GB)4.51,82,608 Ratings & 18,188 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.9 cm (6.26 inch) FHD+ Display12MP + 5MP | 20MP + 2MP Dual Front Camera4000 Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹13,999₹15,99912% offUp to ₹13,850 Off on ExchangeEMI starting from ₹465/monthOffersNo Cost EMISpecial Price","https://www.flipkart.com/redmi-note-6-pro-black-64-gb/p/itmfayzxqnzjhtbh?pid=MOBFAJB4CWKAZGPZ&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBFAJB4CWKAZGPZVOYNQH&fm=organic&iid=1094e07d-6d41-4bb8-919e-a8ee53ed6fd0.MOBFAJB4CWKAZGPZ.SEARCH","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",""
"1546967341-123","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=3","Out Of StockAdd to CompareRedmi Note 5 (Blue, 32 GB)4.43,22,085 Ratings & 42,952 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP Rear Camera | 5MP Front Camera4000 Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹9,999Up to ₹9,450 Off on ExchangeEMI starting from ₹333/month","https://www.flipkart.com/redmi-note-5-blue-32-gb/p/itmf3qsthbjgxsks?pid=MOBF28FTCDFR7VYZ&srno=b_3_57&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBF28FTCDFR7VYZQPZAPY&fm=organic&iid=e9363fae-e0af-4006-9b50-353b1173b2f6.MOBF28FTCDFR7VYZ.SEARCH","Redmi Note 5 (Blue, 32 GB)  (3 GB RAM)","₹9,999","null","4000 Li Polymer Battery","null","null","Blue","3 GB","32 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.4","3.6","4.6","4.4","4.8","All 42952 reviews","https://www.flipkart.com/redmi-note-5-blue-32-gb/product-reviews/itmf3qsthbjgxsks?pid=MOBF28FTCDFR7VYZ"
"1546967355-126","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=3","Out Of StockAdd to CompareRedmi 4 (Black, 32 GB)4.26,497 Ratings & 703 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera | 5MP Front Camera4100 BatterySnapdragon 435 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹9,290EMI starting from ₹309/month","https://www.flipkart.com/redmi-4-black-32-gb/p/itmf53x77sz3fvyb?pid=MOBFFQVYK64H5VV2&srno=b_3_54&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBFFQVYK64H5VV2KBAPOA&fm=organic&iid=a96ff7a7-d45b-4aab-af0a-157250ec33e8.MOBFFQVYK64H5VV2.SEARCH","Redmi 4 (Black, 32 GB)  (3 GB RAM)","₹9,290","null","4100 Battery","null","null","Black","3 GB","32 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.2","2.8","4.1","4.8","4.7","All 703 reviews","https://www.flipkart.com/redmi-4-black-32-gb/product-reviews/itmf53x77sz3fvyb?pid=MOBFFQVYK64H5VV2"
"1546967226-105","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=4","Coming SoonAdd to CompareRedmi Note 4 (Black, 32 GB)4.46,16,718 Ratings & 1,12,791 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera4100 Li-Polymer BatteryQualcomm Snapdragon 625 64-bit Octa Core 2GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹10,999Up to ₹10,800 Off on ExchangeEMI starting from ₹366/month","https://www.flipkart.com/redmi-note-4-black-32-gb/p/itmeqe4htst9587b?pid=MOBEQ98THNGR4FD5&srno=b_4_75&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBEQ98THNGR4FD5V3OUHB&fm=organic&iid=1fb0d903-b782-4670-8df7-230a6806fa9d.MOBEQ98THNGR4FD5.SEARCH","Redmi Note 4 (Black, 32 GB)  (3 GB RAM)","₹10,999","null","4100 Li-Polymer Battery","Truenet Commerce","4.9","Black","3GB RAM","32 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.4","3.4","4.5","3.9","4.8","All 112791 reviews","https://www.flipkart.com/redmi-note-4-black-32-gb/product-reviews/itmeqe4htst9587b?pid=MOBEQ98THNGR4FD5"
"1546967314-118","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=3","Out Of StockAdd to CompareRedmi 3S (Silver, 16 GB)4.32,06,956 Ratings & 40,893 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera | 5MP Front Camera4100 Li-Ion Polymer BatteryQualcomm Snapdragon 430 64-bit Octa Core 1.4GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹6,999EMI starting from ₹233/monthOffersNo Cost EMI","https://www.flipkart.com/redmi-3s-silver-16-gb/p/itmekwzydupcqdyf?pid=MOBEKWZYHGPHHKVH&srno=b_3_62&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBEKWZYHGPHHKVHEJTHX0&fm=organic&iid=d10183a0-037a-45c0-8876-7401c477c7be.MOBEKWZYHGPHHKVH.SEARCH","Redmi 3S (Silver, 16 GB)  (2 GB RAM)","₹6,999","null","4100 Li-Ion Polymer Battery","null","null","Silver","2 GB","16 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.3","4.4","4.3","3.9","4.9","All 40893 reviews","https://www.flipkart.com/redmi-3s-silver-16-gb/product-reviews/itmekwzydupcqdyf?pid=MOBEKWZYHGPHHKVH"
"1546967437-147","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=2","ON OFFERAdd to CompareRedmi Note 5 Pro (Gold, 64 GB)4.51,52,236 Ratings & 16,908 Reviews6 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹13,999₹16,99917% offUp to ₹13,850 Off on ExchangeEMI starting from ₹465/monthOffersSpecial Price","https://www.flipkart.com/redmi-note-5-pro-gold-64-gb/p/itmf2fc3bknfqpkj?pid=MOBF28FTVG9GMYQM&srno=b_2_33&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBF28FTVG9GMYQMJIDQXI&fm=organic&iid=6c826bdd-d8f4-40f4-b221-3255c9480ed0.MOBF28FTVG9GMYQM.SEARCH","Redmi Note 5 Pro (Gold, 64 GB)  (6 GB RAM)","₹13,999","11 Jan, Friday","4000 Li Polymer Battery","Truenet Commerce","4.9","Gold","6 GB","64 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.5","4.2","3.9","3.7","4.7","All 16908 reviews","https://www.flipkart.com/redmi-note-5-pro-gold-64-gb/product-reviews/itmf2fc3bknfqpkj?pid=MOBF28FTVG9GMYQM"
"1546967270-112","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=3","Out Of StockAdd to CompareMi 5 (White, 32 GB)4.319,017 Ratings & 3,944 Reviews3 GB RAM | 32 GB ROM |13.08 cm (5.15 inch) Full HD Display16MP Rear Camera | 4MP Front Camera3000 Li-Ion Polymer BatterySnapdragon 820 Kryo ProcessorBrand Warranty of 1 Year₹24,999Up to ₹14,900 Off on ExchangeEMI starting from ₹831/monthOffersNo Cost EMI","https://www.flipkart.com/mi-5-white-32-gb/p/itmehxdspg3r3yz3?pid=MOBEHXDSTKP5ZYCP&srno=b_3_68&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBEHXDSTKP5ZYCPUQAIGE&fm=organic&iid=1dc2b247-b15f-4b8a-a6ec-7ff8319d1512.MOBEHXDSTKP5ZYCP.SEARCH","Mi 5 (White, 32 GB)  (3 GB RAM)","₹24,999","null","3000 Li-Ion Polymer Battery","null","null","White","3 GB","32 GB","Brand Warranty of 1 Year","4.3","3.1","3.8","4.4","null","All 3944 reviews","https://www.flipkart.com/mi-5-white-32-gb/product-reviews/itmehxdspg3r3yz3?pid=MOBEHXDSTKP5ZYCP"
"1546967526-171","https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1","ON OFFERAdd to CompareRedmi Note 5 Pro (Black, 64 GB)4.59,50,557 Ratings & 1,08,733 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹12,999₹14,99913% offUp to ₹12,600 Off on ExchangeEMI starting from ₹432/monthOffersSpecial Price","https://www.flipkart.com/redmi-note-5-pro-black-64-gb/p/itmf2fc3xgmxnhpx?pid=MOBF28FTQPHUPX83&srno=b_1_9&otracker=nmenu_sub_Electronics_0_Mi&lid=LSTMOBF28FTQPHUPX83BUJJ2C&fm=organic&iid=8f25674c-f97d-4b2c-8259-8a974604be46.MOBF28FTQPHUPX83.SEARCH","Redmi Note 5 Pro (Black, 64 GB)  (4 GB RAM)","₹12,999","11 Jan, Friday","4000 Li Polymer Battery","Truenet Commerce","4.9","Black","4 GB","64 GB","Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4.5","4.4","4.2","3.9","4.7","All 108733 reviews","https://www.flipkart.com/redmi-note-5-pro-black-64-gb/product-reviews/itmf2fc3xgmxnhpx?pid=MOBF28FTQPHUPX83"
