,product_link-href,name,price,delivery_time,battery,seller,seller_rating,Color,ram,rom,warranty,overall_rating,camera_rating,battery_rating,display_rating,value_for_money_rating,review_link,brand,no._of_reviews,positive_reviews_score,negative_reviews_score,total_reviews_score
0,https://www.flipkart.com/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38ENZEBZFY5&srno=b_2_40&otracker=CLP_filters&lid=LSTMOBEM38ENZEBZFY5FKD5ZX&fm=organic&iid=fb680797-c5ce-4c90-a716-e025b7298e64.MOBEM38ENZEBZFY5.SEARCH,Honor 8  (4 GB RAM),"?29,999",4-6 days,3000 Li-Polymer Battery,SuperComNet,4.5,Sapphire Blue,4 GB,32 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.4,4.8,3.8,4.8,4.5,https://www.flipkart.com/honor-8/product-reviews/itmeuydakfewgvk3?pid=MOBEM38ENZEBZFY5,honor,708,650,350,300
1,https://www.flipkart.com/honor-8x-blue-128-gb/p/itmfbj6gcgxukj5n?pid=MOBFBGVVAGETC72X&srno=b_2_31&otracker=CLP_filters&lid=LSTMOBFBGVVAGETC72XHHMY2N&fm=organic&iid=796828d8-468a-43c4-b861-daf8ad9e6595.MOBFBGVVAGETC72X.SEARCH,"Honor 8X (Blue, 128 GB)  (6 GB RAM)","?19,490","13 Jan, Sunday",3750 Battery,VTMSLP,3.9,Blue,6 GB,128 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries and 3 months for Data/USB cable from the date of purchase,4.5,null,null,null,null,,honor,0,780,220,560
2,https://www.flipkart.com/honor-8-lite-black-64-gb/p/itmeuhgt3yjedxv2?pid=MOBEUHGTSXWJUCNZ&srno=b_2_34&otracker=CLP_filters&lid=LSTMOBEUHGTSXWJUCNZDNZS9X&fm=organic&iid=20115be6-0d29-4d55-94a5-bcb402b31f10.MOBEUHGTSXWJUCNZ.SEARCH,"Honor 8 Lite (Black, 64 GB)  (4 GB RAM)","?11,999",4-6 days,3000 Battery,RECOM,4.1,Black,4 GB,64 GB,"15 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.2,3.8,3.9,3.1,4.5,https://www.flipkart.com/honor-8-lite-black-64-gb/product-reviews/itmeuhgt3yjedxv2?pid=MOBEUHGTSXWJUCNZ,honor,959,730,270,460
3,https://www.flipkart.com/honor-holly-2-plus-gold-16-gb/p/itmeuyd9agepadpb?pid=MOBEEVDZZEXAA2GA&srno=b_2_44&otracker=CLP_filters&lid=LSTMOBEEVDZZEXAA2GA4ILK5P&fm=organic&iid=e19d19e0-e026-47b4-ba59-06ee8a5c112d.MOBEEVDZZEXAA2GA.SEARCH,"Honor Holly 2 Plus (Gold, 16 GB)  (2 GB RAM)","?8,300","2 Days, Friday",4000 Li-Polymer Battery,Asthatraders32,2.8,Gold,2 GB,16 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.0,3.8,4.7,2.3,4.5,https://www.flipkart.com/honor-holly-2-plus-gold-16-gb/product-reviews/itmeuyd9agepadpb?pid=MOBEEVDZZEXAA2GA,honor,3875,870,130,740
4,https://www.flipkart.com/honor-8-pro-midnight-black-128-gb/p/itmeymafrghbjcpf?pid=MOBEWXHMVYBBMZGJ&srno=b_3_64&otracker=CLP_filters&lid=LSTMOBEWXHMVYBBMZGJPPVISJ&fm=organic&iid=a0352f4c-f8d3-4e4c-83bc-e717901b82a7.MOBEWXHMVYBBMZGJ.SEARCH,"Honor 8 Pro (Midnight Black, 128 GB)  (6 GB RAM)","?29,999",null,4000 Battery,null,null,Midnight Black,6 GB,128 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.4,4.3,4.2,4.6,4.6,https://www.flipkart.com/honor-8-pro-midnight-black-128-gb/product-reviews/itmeymafrghbjcpf?pid=MOBEWXHMVYBBMZGJ,honor,2582,600,400,200
5,https://www.flipkart.com/honor-9n-robin-egg-blue-64-gb/p/itmf9pgsehv6nmss?pid=MOBF8D8UNGY2HKKP&srno=b_1_11&otracker=CLP_filters&lid=LSTMOBF8D8UNGY2HKKPR77GQX&fm=organic&iid=2003a021-f0fa-4605-b6d2-2e98543a1985.MOBF8D8UNGY2HKKP.SEARCH,"Honor 9N (Robin Egg Blue, 64 GB)  (4 GB RAM)","?11,999","2 Days, Friday",3000 Battery,IndiFlashMart,4.7,Robin Egg Blue,4 GB,64 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.3,3.8,2.5,4.4,4.6,https://www.flipkart.com/honor-9n-robin-egg-blue-64-gb/product-reviews/itmf9pgsehv6nmss?pid=MOBF8D8UNGY2HKKP,honor,10418,870,130,740
6,https://www.flipkart.com/honor-holly-3-gold-16-gb/p/itmf4238mhnvbtyu?pid=MOBEMK73UE5QRDTX&srno=b_2_36&otracker=CLP_filters&lid=LSTMOBEMK73UE5QRDTXLMAE4A&fm=organic&iid=fb6ed998-00cf-4b54-b159-3d8d486b631e.MOBEMK73UE5QRDTX.SEARCH,"Honor Holly 3 (Gold, 16 GB)  (2 GB RAM)","?6,050",3-4 days,3000 Li-Polymer Battery,MobiPedia,3.8,Gold,2 GB,16 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.0,4.2,3.2,3.8,4.7,https://www.flipkart.com/honor-holly-3-gold-16-gb/product-reviews/itmf4238mhnvbtyu?pid=MOBEMK73UE5QRDTX,honor,1339,770,230,540
7,https://www.flipkart.com/honor-view-10-midnight-black-128-gb/p/itmf7ujythhuzefs?pid=MOBF7TZ5R3FN29ZV&srno=b_3_63&otracker=CLP_filters&lid=LSTMOBF7TZ5R3FN29ZVFNZ4K7&fm=organic&iid=779eb9b4-c844-4c75-89c0-afd42467b360.MOBF7TZ5R3FN29ZV.SEARCH,"Honor View 10 (Midnight Black, 128 GB)  (6 GB RAM)","?27,299",null,3750 Battery,null,null,Midnight Black,6 GB,128 GB,1 Year Manufacturer Warranty,4.3,null,null,null,null,,honor,0,980,20,960
8,https://www.flipkart.com/honor-play-navy-blue-64-gb/p/itmf9p9hzjzgcsg7?pid=MOBF8SSD7N59GG4Q&srno=b_1_20&otracker=CLP_filters&lid=LSTMOBF8SSD7N59GG4QAUN2M4&fm=organic&iid=28252ff8-4f82-490c-adad-03c9809d146d.MOBF8SSD7N59GG4Q.SEARCH,"Honor Play (Navy Blue, 64 GB)  (6 GB RAM)","?23,890",3-4 days,3750 Battery,WSETAIL,4.2,Navy Blue,6 GB,64 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.5,null,null,null,null,https://www.flipkart.com/honor-play-navy-blue-64-gb/product-reviews/itmf9p9hzjzgcsg7?pid=MOBF8SSD7N59GG4Q,honor,19,620,380,240
9,https://www.flipkart.com/honor-bee-4g-black-8-gb/p/itmeuycsgyz7sj2u?pid=MOBFY5Y9T2GBBATM&srno=b_2_46&otracker=CLP_filters&lid=LSTMOBFY5Y9T2GBBATMGLXWYO&fm=organic&iid=52773f64-c916-4032-b199-2d3604ef17b8.MOBFY5Y9T2GBBATM.SEARCH,"Honor Bee 4G (Black, 8 GB)  (1 GB RAM)","?6,000",6-7 days,2200 Battery,shruti group,3.6,Black,1 GB,8 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",3.8,null,null,null,null,https://www.flipkart.com/honor-bee-4g-black-8-gb/product-reviews/itmeuycsgyz7sj2u?pid=MOBFY5Y9T2GBBATM,honor,52,680,320,360
10,https://www.flipkart.com/honor-holly-3-black-32-gb/p/itmf4238mhnvbtyu?pid=MOBF3HCHMEZGUXJN&srno=b_2_41&otracker=CLP_filters&lid=LSTMOBF3HCHMEZGUXJNNTV4WL&fm=organic&iid=1032c150-ca07-4d9a-bf8c-230c01ef4c89.MOBF3HCHMEZGUXJN.SEARCH,"Honor Holly 3 (Black, 32 GB)  (3 GB RAM)","?9,999",5-6 days,3000 Li-Polymer Battery,TULSITELECOM,null,Black,3 GB,32 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",3.9,3.9,2.3,4.6,4.4,https://www.flipkart.com/honor-holly-3-black-32-gb/product-reviews/itmf4238mhnvbtyu?pid=MOBF3HCHMEZGUXJN,honor,849,850,150,700
11,https://www.flipkart.com/honor-bee-2-black-8-gb/p/itmfy977pxphce6z?pid=MOBFY5NFKJNGJSZX&srno=b_2_47&otracker=CLP_filters&lid=LSTMOBFY5NFKJNGJSZXTQRKXJ&fm=organic&iid=9b15088f-0a7c-456d-9c27-329ffc340ee6.MOBFY5NFKJNGJSZX.SEARCH,"Honor Bee 2 (Black, 8 GB)  (1 GB RAM)","?6,599",5-6 days,2100 Battery,MOBILEDOOTCOM,null,Black,1 GB,8 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",3.9,null,null,null,null,https://www.flipkart.com/honor-bee-2-black-8-gb/product-reviews/itmfy977pxphce6z?pid=MOBFY5NFKJNGJSZX,honor,123,820,180,640
12,https://www.flipkart.com/honor-6-plus-black-32-gb/p/itmeuyd8azmuvpz6?pid=MOBE5DYUDJFNFJFM&srno=b_2_35&otracker=CLP_filters&lid=LSTMOBE5DYUDJFNFJFMJAQFOV&fm=organic&iid=92cd2084-7fc2-4df2-ba0c-7a77aaa92ff1.MOBE5DYUDJFNFJFM.SEARCH,"Honor 6 Plus (Black, 32 GB)  (3 GB RAM)","?14,999","Tomorrow, Thursday",3600 Battery,IndiFlashMart,4.7,Black,3 GB,32 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",3.9,null,null,null,null,https://www.flipkart.com/honor-6-plus-black-32-gb/product-reviews/itmeuyd8azmuvpz6?pid=MOBE5DYUDJFNFJFM,honor,171,670,330,340
13,https://www.flipkart.com/honor-7s-black-16-gb/p/itmf8yjqhu3jwhwc?pid=MOBF8DF2KVHTJ3GG&srno=b_1_8&otracker=CLP_filters&lid=LSTMOBF8DF2KVHTJ3GGS8RW3F&fm=organic&iid=01d116eb-70fe-4a31-b486-72163b1f974f.MOBF8DF2KVHTJ3GG.SEARCH,"Honor 7S (Black, 16 GB)  (2 GB RAM)","?5,999","Tomorrow, Thursday",3020 Battery,IndiFlashMart,4.7,Black,2 GB,16 GB,"12 Months on Handset, 6 Months on Battery, 6 Months on Charger & 3 Months on Data Cable",4.1,2.6,2.6,3.1,4.4,https://www.flipkart.com/honor-7s-black-16-gb/product-reviews/itmf8yjqhu3jwhwc?pid=MOBF8DF2KVHTJ3GG,honor,5246,920,80,840
14,https://www.flipkart.com/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38ESXH5WDFF&srno=b_2_38&otracker=CLP_filters&lid=LSTMOBEM38ESXH5WDFFV9VIP5&fm=organic&iid=19759425-e721-428c-bc9b-956c8e980859.MOBEM38ESXH5WDFF.SEARCH,Honor 8  (4 GB RAM),"?19,990",5-7 days,3000 Li-Polymer Battery,RGCSLC,2.3,Sunrise Gold,4 GB,32 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.4,4.8,3.8,4.8,4.5,https://www.flipkart.com/honor-8/product-reviews/itmeuydakfewgvk3?pid=MOBEM38ESXH5WDFF,honor,708,800,200,600
15,https://www.flipkart.com/honor-bee-4g-gold-8-gb/p/itmeteqcdhge9nky?pid=MOBETEZDX3V2QZDG&srno=b_2_48&otracker=CLP_filters&lid=LSTMOBETEZDX3V2QZDG7P1QTO&fm=organic&iid=8c33f511-5f3b-4b48-98e2-ccc8fa341cd4.MOBETEZDX3V2QZDG.SEARCH,"Honor Bee 4G (Gold, 8 GB)  (1 GB RAM)","?5,999",6-7 days,2200 Battery,shruti group,3.6,Gold,1 GB,8 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",3.8,null,null,null,null,https://www.flipkart.com/honor-bee-4g-gold-8-gb/product-reviews/itmeteqcdhge9nky?pid=MOBETEZDX3V2QZDG,honor,52,680,320,360
16,https://www.flipkart.com/honor-7c-gold-64-gb/p/itmf9w6bne6wgmtg?pid=MOBF3T87SAWXCH5E&srno=b_2_37&otracker=CLP_filters&lid=LSTMOBF3T87SAWXCH5EDVZFYT&fm=organic&iid=45650216-ee12-4bfe-becd-f09ccb9f75dd.MOBF3T87SAWXCH5E.SEARCH,"Honor 7C (Gold, 64 GB)  (4 GB RAM)","?12,999","13 Jan, Sunday",3000 Battery,ONLINEWORLD,4.7,Gold,4 GB,64 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2,null,null,null,null,https://www.flipkart.com/honor-7c-gold-64-gb/product-reviews/itmf9w6bne6wgmtg?pid=MOBF3T87SAWXCH5E,honor,13,710,290,420
17,https://www.flipkart.com/honor-7s-gold-16-gb/p/itmf8df2dgtfzgtb?pid=MOBF8DF2GJ7FSGER&srno=b_1_14&otracker=CLP_filters&lid=LSTMOBF8DF2GJ7FSGERVMNE2W&fm=organic&iid=23f01647-657f-495f-8c03-430c7828db79.MOBF8DF2GJ7FSGER.SEARCH,"Honor 7S (Gold, 16 GB)  (2 GB RAM)","?5,999","Tomorrow, Thursday",3020 Battery,IndiFlashMart,4.7,Gold,2 GB,16 GB,"12 Months on Handset, 6 Months on Battery, 6 Months on Charger & 3 Months on Data Cable",4.1,2.6,2.6,3.1,4.4,https://www.flipkart.com/honor-7s-gold-16-gb/product-reviews/itmf8df2dgtfzgtb?pid=MOBF8DF2GJ7FSGER,honor,5246,610,390,220
18,https://www.flipkart.com/honor-9i-aurora-blue-64-gb/p/itmexnp94kcvdnqw?pid=MOBEXNP92WMQUKHB&srno=b_1_12&otracker=CLP_filters&lid=LSTMOBEXNP92WMQUKHBW0KJNU&fm=organic&iid=956e7e32-191d-4f55-94f5-aa4aa1b05950.MOBEXNP92WMQUKHB.SEARCH,"Honor 9i (Aurora Blue, 64 GB)  (4 GB RAM)","?11,999","Tomorrow, Thursday",3340 Battery,IndiFlashMart,4.7,Aurora Blue,4 GB,64 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.3,4.4,3.6,4.3,4.5,https://www.flipkart.com/honor-9i-aurora-blue-64-gb/product-reviews/itmexnp94kcvdnqw?pid=MOBEXNP92WMQUKHB,honor,7898,610,390,220
19,https://www.flipkart.com/honor-7c-black-64-gb/p/itmfaybh5jjzhmpz?pid=MOBF3T87GKAPCQNR&srno=b_1_17&otracker=CLP_filters&lid=LSTMOBF3T87GKAPCQNRDVBUCX&fm=organic&iid=e9b463fb-0521-4592-8b7e-13b4694c2b6e.MOBF3T87GKAPCQNR.SEARCH,"Honor 7C (Black, 64 GB)  (4 GB RAM)","?11,899","15 Jan, Tuesday",3000 Battery,CreativeDealSLP,4.7,Black,4 GB,64 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2,null,null,null,null,https://www.flipkart.com/honor-7c-black-64-gb/product-reviews/itmfaybh5jjzhmpz?pid=MOBF3T87GKAPCQNR,honor,13,810,190,620
20,https://www.flipkart.com/honor-9-lite-midnight-black-32-gb/p/itmff5zgdeckztpk?pid=MOBFF5ZG7HCKHJCS&srno=b_1_15&otracker=CLP_filters&lid=LSTMOBFF5ZG7HCKHJCSWRP08C&fm=organic&iid=dbbaca07-1d43-4207-bdff-b98345ef2dee.MOBFF5ZG7HCKHJCS.SEARCH,"Honor 9 Lite (Midnight Black, 32 GB)  (3 GB RAM)","?9,999","2 Days, Friday",3000 Battery,IndiFlashMart,4.7,Midnight Black,3 GB,32 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.3,4.0,3.1,4.2,4.7,https://www.flipkart.com/honor-9-lite-midnight-black-32-gb/product-reviews/itmff5zgdeckztpk?pid=MOBFF5ZG7HCKHJCS,honor,61097,650,350,300
21,https://www.flipkart.com/honor-7a-blue-32-gb/p/itmf3t8c3bunbspx?pid=MOBF3T87HMFBVGHX&srno=b_1_1&otracker=CLP_filters&lid=LSTMOBF3T87HMFBVGHXG7UMUP&fm=organic&iid=f22d6942-eb21-48de-adde-91f4b8c9d6cb.MOBF3T87HMFBVGHX.SEARCH,"Honor 7A (Blue, 32 GB)  (3 GB RAM)","?7,999","2 Days, Friday",3000 Battery,IndiFlashMart,4.7,Blue,3 GB,32 GB,"12 Months on handset, 6 Months on battery, 6 Months on charger & 3 Months on data cable",4.3,3.0,2.4,3.5,4.7,https://www.flipkart.com/honor-7a-blue-32-gb/product-reviews/itmf3t8c3bunbspx?pid=MOBF3T87HMFBVGHX,honor,22721,600,400,200
22,https://www.flipkart.com/honor-6x-silver-32-gb/p/itmexczyddznvhd2?pid=MOBEWA9MFBMZD4Y7&srno=b_3_54&otracker=CLP_filters&lid=LSTMOBEWA9MFBMZD4Y7LZEVQK&fm=organic&iid=816ab966-d7fa-48ac-9080-0bfa3a384c78.MOBEWA9MFBMZD4Y7.SEARCH,"Honor 6X (Silver, 32 GB)  (3 GB RAM)","?11,999",null,3340 Battery,null,null,Silver,3 GB,32 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.3,4.6,4.6,4.4,4.8,https://www.flipkart.com/honor-6x-silver-32-gb/product-reviews/itmexczyddznvhd2?pid=MOBEWA9MFBMZD4Y7,honor,2784,600,400,200
23,https://www.flipkart.com/honor-4x-white-8-gb/p/itmeuyd9vg73gghm?pid=MOBE47FHDNEEPYYW&srno=b_3_57&otracker=CLP_filters&lid=LSTMOBE47FHDNEEPYYWCXEEPY&fm=organic&iid=ef48478a-6d08-4122-a1ef-37761c1eb70a.MOBE47FHDNEEPYYW.SEARCH,"Honor 4X (White, 8 GB)  (2 GB RAM)","?9,999",null,3000 Battery,null,null,White,2 GB,8 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.3,4.4,4.1,4.8,3.7,https://www.flipkart.com/honor-4x-white-8-gb/product-reviews/itmeuyd9vg73gghm?pid=MOBE47FHDNEEPYYW,honor,3616,820,180,640
24,https://www.flipkart.com/honor-9n-sapphire-blue-32-gb/p/itmf9pgsehv6nmss?pid=MOBF6NAR36DUGTAG&srno=b_1_4&otracker=CLP_filters&lid=LSTMOBF6NAR36DUGTAGMDQLXY&fm=organic&iid=2394b8ab-7e2f-4be7-8449-a198c7000f3a.MOBF6NAR36DUGTAG.SEARCH,"Honor 9N (Sapphire Blue, 32 GB)  (3 GB RAM)","?9,999","Tomorrow, Thursday",3000 Battery,IndiFlashMart,4.7,Sapphire Blue,3 GB,32 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.4,4.0,2.5,4.4,4.8,https://www.flipkart.com/honor-9n-sapphire-blue-32-gb/product-reviews/itmf9pgsehv6nmss?pid=MOBF6NAR36DUGTAG,honor,10378,820,180,640
25,https://www.flipkart.com/honor-10-midnight-black-128-gb/p/itmf5fzywgspdndz?pid=MOBF49RYHRSCCGBH&srno=b_1_23&otracker=CLP_filters&lid=LSTMOBF49RYHRSCCGBHTBSCO4&fm=organic&iid=377dd188-b441-4339-bff4-6cbb715ae63b.MOBF49RYHRSCCGBH.SEARCH,"Honor 10 (Midnight Black, 128 GB)  (6 GB RAM)","?32,999","Tomorrow, Thursday",3400 Lithium Polymer Battery,IndiFlashMart,4.7,Midnight Black,6 GB,128 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4,4.4,3.6,4.1,4.4,https://www.flipkart.com/honor-10-midnight-black-128-gb/product-reviews/itmf5fzywgspdndz?pid=MOBF49RYHRSCCGBH,honor,1829,630,370,260
26,https://www.flipkart.com/honor-9n-midnight-black-128-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARRFGSJDME&srno=b_1_9&otracker=CLP_filters&lid=LSTMOBF6NARRFGSJDME0IKF86&fm=organic&iid=1df51447-1055-4378-99e8-f88d2284c552.MOBF6NARRFGSJDME.SEARCH,"Honor 9N (Midnight Black, 128 GB)  (4 GB RAM)","?17,999","Tomorrow, Thursday",3000 Battery,IndiFlashMart,4.7,Midnight Black,4 GB,128 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.3,3.8,2.5,4.4,4.6,https://www.flipkart.com/honor-9n-midnight-black-128-gb/product-reviews/itmf9pgsehv6nmss?pid=MOBF6NARRFGSJDME,honor,10418,730,270,460
27,https://www.flipkart.com/honor-8x-black-128-gb/p/itmfbj6gcgxukj5n?pid=MOBFBJYTDSVFZBVZ&srno=b_2_32&otracker=CLP_filters&lid=LSTMOBFBJYTDSVFZBVZTU1ETC&fm=organic&iid=058eaa22-678d-44d2-a4e2-fcf0ded92c12.MOBFBJYTDSVFZBVZ.SEARCH,"Honor 8X (Black, 128 GB)  (6 GB RAM)","?19,490","13 Jan, Sunday",3750 Battery,VTMSLP,3.9,Black,6 GB,128 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries and 3 months for Data/USB cable from the date of purchase,4.5,null,null,null,null,,honor,0,710,290,420
28,https://www.flipkart.com/honor-9i-graphite-black-64-gb/p/itmexnp94kcvdnqw?pid=MOBEXNP98SPYXR4J&srno=b_1_13&otracker=CLP_filters&lid=LSTMOBEXNP98SPYXR4JEJ1CG5&fm=organic&iid=d92e443a-356a-4a6d-973a-6390aae32b0e.MOBEXNP98SPYXR4J.SEARCH,"Honor 9i (Graphite Black, 64 GB)  (4 GB RAM)","?11,999","Tomorrow, Thursday",3340 Battery,IndiFlashMart,4.7,Graphite Black,4 GB,64 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.3,4.4,3.6,4.3,4.5,https://www.flipkart.com/honor-9i-graphite-black-64-gb/product-reviews/itmexnp94kcvdnqw?pid=MOBEXNP98SPYXR4J,honor,7898,740,260,480
29,https://www.flipkart.com/honor-bee-2-white-8-gb/p/itmfy977pxphce6z?pid=MOBFY6FZHC6SPSE3&srno=b_3_62&otracker=CLP_filters&lid=LSTMOBFY6FZHC6SPSE3K9Y3GA&fm=organic&iid=d7b83966-597b-43cd-b7d9-aab49f99e1bc.MOBFY6FZHC6SPSE3.SEARCH,"Honor Bee 2 (White, 8 GB)  (1 GB RAM)","?4,199",null,2100 Battery,null,null,White,1 GB,8 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",3.9,null,null,null,null,https://www.flipkart.com/honor-bee-2-white-8-gb/product-reviews/itmfy977pxphce6z?pid=MOBFY6FZHC6SPSE3,honor,123,640,360,280
30,https://www.flipkart.com/honor-7c-blue-64-gb/p/itmfaybh5jjzhmpz?pid=MOBF3T87CECXMZQH&srno=b_1_18&otracker=CLP_filters&lid=LSTMOBF3T87CECXMZQHLNBXUV&fm=organic&iid=45cd4e5d-fa7e-4d96-91bf-671fa3114cfd.MOBF3T87CECXMZQH.SEARCH,"Honor 7C (Blue, 64 GB)  (4 GB RAM)","?11,899","Tomorrow, Thursday",3000 Battery,SNAPKART,4.3,Blue,4 GB,64 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2,null,null,null,null,https://www.flipkart.com/honor-7c-blue-64-gb/product-reviews/itmfaybh5jjzhmpz?pid=MOBF3T87CECXMZQH,honor,13,730,270,460
31,https://www.flipkart.com/honor-bee-black-white-8-gb/p/itmeuyd8fn3qgdkv?pid=MOBE5TZ9EZEH7SNX&srno=b_3_61&otracker=CLP_filters&lid=LSTMOBE5TZ9EZEH7SNXS0RQPQ&fm=organic&iid=f6264854-317d-4b9b-bfd0-a8d4bc988d35.MOBE5TZ9EZEH7SNX.SEARCH,"Honor Bee (Black and White, 8 GB)  (1 GB RAM)","?4,999",null,1730 Battery,null,null,Black and White,1 GB,8 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",3.9,null,null,null,null,https://www.flipkart.com/honor-bee-black-white-8-gb/product-reviews/itmeuyd8fn3qgdkv?pid=MOBE5TZ9EZEH7SNX,honor,2504,840,160,680
32,https://www.flipkart.com/honor-7a-black-32-gb/p/itmf3t8c3bunbspx?pid=MOBF3T87KDNMX3GF&srno=b_1_3&otracker=CLP_filters&lid=LSTMOBF3T87KDNMX3GFEA9WIK&fm=organic&iid=c85e9758-a14f-4d01-8860-e41902730e0c.MOBF3T87KDNMX3GF.SEARCH,"Honor 7A (Black, 32 GB)  (3 GB RAM)","?7,999","2 Days, Friday",3000 Battery,IndiFlashMart,4.7,Black,3 GB,32 GB,"12 Months on handset, 6 Months on battery, 6 Months on charger & 3 Months on data cable",4.3,3.0,2.4,3.5,4.7,https://www.flipkart.com/honor-7a-black-32-gb/product-reviews/itmf3t8c3bunbspx?pid=MOBF3T87KDNMX3GF,honor,22721,650,350,300
33,https://www.flipkart.com/honor-8-lite-blue-64-gb/p/itmeuzavzsyzwzjg?pid=MOBEUZAV6TUVYAVP&srno=b_2_33&otracker=CLP_filters&lid=LSTMOBEUZAV6TUVYAVPKLZNCU&fm=organic&iid=c11f06e1-fde2-4be5-b481-bfc3e63bf26d.MOBEUZAV6TUVYAVP.SEARCH,"Honor 8 Lite (Blue, 64 GB)  (4 GB RAM)","?11,999",4-6 days,3000 Battery,RECOM,4.1,Blue,4 GB,64 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.2,3.8,3.9,3.1,4.5,https://www.flipkart.com/honor-8-lite-blue-64-gb/product-reviews/itmeuzavzsyzwzjg?pid=MOBEUZAV6TUVYAVP,honor,959,650,350,300
34,https://www.flipkart.com/honor-7a-gold-32-gb/p/itmf3t8c3bunbspx?pid=MOBF3T87G3JWH667&srno=b_1_2&otracker=CLP_filters&lid=LSTMOBF3T87G3JWH667E0EF8U&fm=organic&iid=4044a95e-6312-401c-a06b-5c5c66e75984.MOBF3T87G3JWH667.SEARCH,"Honor 7A (Gold, 32 GB)  (3 GB RAM)","?7,999","2 Days, Friday",3000 Battery,IndiFlashMart,4.7,Gold,3 GB,32 GB,"12 Months on handset, 6 Months on battery, 6 Months on charger & 3 Months on data cable",4.3,3.0,2.4,3.5,4.7,https://www.flipkart.com/honor-7a-gold-32-gb/product-reviews/itmf3t8c3bunbspx?pid=MOBF3T87G3JWH667,honor,22721,940,60,880
35,https://www.flipkart.com/honor-6-white-16-gb/p/itmeuyd7vtk4gyvs?pid=MOBDZM5TMHQHGWDD&srno=b_3_56&otracker=CLP_filters&lid=LSTMOBDZM5TMHQHGWDDP535IC&fm=organic&iid=10c2e5a5-4fe0-46ff-9404-092bd9574897.MOBDZM5TMHQHGWDD.SEARCH,"Honor 6 (White, 16 GB)  (3 GB RAM)","?14,999",null,3000 Battery,null,null,White,3 GB,16 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.3,null,null,null,null,https://www.flipkart.com/honor-6-white-16-gb/product-reviews/itmeuyd7vtk4gyvs?pid=MOBDZM5TMHQHGWDD,honor,1755,800,200,600
36,https://www.flipkart.com/honor-9n-midnight-black-64-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARF4GYZXG9&srno=b_1_6&otracker=CLP_filters&lid=LSTMOBF6NARF4GYZXG9XF6YYF&fm=organic&iid=d33cc949-7496-4ea2-a947-12e90d2ed92f.MOBF6NARF4GYZXG9.SEARCH,"Honor 9N (Midnight Black, 64 GB)  (4 GB RAM)","?11,999","2 Days, Friday",3000 Battery,IndiFlashMart,4.7,Midnight Black,4 GB,64 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.3,3.8,2.5,4.4,4.6,https://www.flipkart.com/honor-9n-midnight-black-64-gb/product-reviews/itmf9pgsehv6nmss?pid=MOBF6NARF4GYZXG9,honor,10418,810,190,620
